Title;Acronym;Description;Access URL;Included in data catalogue;Type;Has representation language;Format;Theme;Licence;Version;Source accessed on
Dizionaro per concetti di caratteristiche;Not specified;The INSPIRE Feature Concept Dictionary (IFCD) acts as a common feature concept dictionary for all INSPIRE data specifications. The common feature concept dictionary contains terms and definitions required for specifying thematic spatial object types and it is main role is in particular to support the harmonisation effort and to identify conflicts between the specifications of the spatial object types in the different themes;http://inspire.ec.europa.eu/featureconcept;INSPIRE;Glossary;SKOS;RDF/XML, JSON, XML Registry, CSV, ATOM, ROR, XML ISO 19135;All;CC BY 4.0;Not specified;2023-06-30
Inorganic compounds (thesaurus);Inorganic compounds;Bilingual thesaurus (English-French) of more than 2500 inorganic compounds, classified by chemical elements and families of compounds. The compounds come from the controlled vocabulary used for indexing bibliographic references in the PASCAL database (1972 à 2015, http://pascal-francis.inist.fr/). ;https://data.loterre.fr/RVQ/en/;Loterre;Thesaurus;SKOS;RDF/XML, CSV, PDF;Atmosphere-Geosphere-Marine;CC BY 4.0;v1;2023-07-03
Fish Taxonomy;Fish Taxonomy;Constituted in the framework of a collaborative terminology enrichment with the BnF, this trilingual vocabulary, French-English-Spanish, contains Latin names of fishes in a hierarchical structure from species to class groups according to the international taxonomic classification. Latin preferred terms are enriched with Latin synonyms and French, English and Spanish vernacular names. Concepts are mapped to Rameau, Vertebrate Taxonomy Ontology and Uniprot/Taxonomy. Resource databases consulted are: Catalogue of Life, FishBase, Global Biodiversity Information Facility, NCBI Taxonomy database, Vertebrate Taxonomy Ontology.;https://skosmos.loterre.fr/G9G/en/;Loterre;Categorisation scheme;SKOS;RDF/XML, Turtle, JSON-LD;Biosphere;CC BY 4.0;v1.1;2023-07-03
Earth Sciences;Not specified;Earth Sciences controlled vocabulary used for indexing bibliographical records for the PASCAL database (1972-2015, http://pascal-francis.inist.fr/). This resource contains 10822 entries grouped into 60 collections.;https://dx.doi.org/10.13143/lotr.7743;Loterre;Glossary;SKOS;RDF/XML, PDF, CSV;All;CC BY 4.0;v1.1;2023-06-30
Paleoclimatology (thesaurus);Paleoclimatology;The result of a collaboration between paleoclimatologists and scientific information experts, the thesaurus of paleoclimatology describes and structures for the first time about 2000 terms and concepts of the discipline, in French and in English. Intended to provide the scientific community with a reference vocabulary, it facilitates the sharing of data and scientific productions in paleoclimatology on the web.;http://data.loterre.fr/ark:/67375/QX8;Loterre;Thesaurus;SKOS;RDF/XML, Turtle, JSON-LD;All;Not specified;v1.2;2023-07-05
Thematic Vocabulary of Geography;Not specified;Thematic indexing vocabulary selected and used for the International Geographic Bibliography.;https://skosmos.loterre.fr/GT/en/;Loterre;Glossary;SKOS;RDF/XML, JSON-LD, Turtle, PDF;Geosphere;CC BY 4.0;Not specified;2023-07-06
Geographic Places (GP) Terminology Resource (Getty Research Institute);GP Terminology;This resource contains 35 764 terminological entries about geographic places. It is mapped to the Thesaurus of Geographic Names (TGN) from The Getty Research Institute;https://skosmos.loterre.fr/45G/en/;Loterre;Gazetteer;SKOS;RDF/XML, Turtle, JSON-LD;Geosphere;CC BY 4.0;v1.1;2023-07-03
Countries and subdivisions (thesaurus);Countries;This thesaurus lists the world countries and some of their subdivisions. Capitals are mentioned. France is detailed up to the departments. Italy and Spain are detailed up to the provinces. Portugal is detailed up to the municipalities. This vocabulary is mapped to GeoNames, Wikidata and Wikipedia, DBpedia and NUTS.;https://skosmos.loterre.fr/9SD/en/;Loterre;Gazetteer;SKOS;RDF/XML, PDF, CSV, JSON-LD;Geosphere;CC BY 4.0;v1.2;2023-06-30
Zoological Nomenclature (thesaurus);Zoonom;Zoonom is a lexical tool listing terms used in zoological nomenclature. This thesaurus defines nearly 800 concepts, in English and gives their translation in French. The bibliography of this thesaurus can be viewed here. The RDF-XML file is available for download.;https://data.loterre.fr/th63/en/;Loterre;Thesaurus;SKOS;RDF/XML;Biosphere;CC BY 4.0;v1.3;2023-07-06
Open Science Thesaurus;Open Science;This multilingual thesaurus structures, with a polyhierarchy, the main concepts of open science. It was initiated by building on existing glossaries and on the taxonomy proposed in the framework of the FOSTER project. It is enriched through a text-mining task of reference documents in the field.;https://skosmos.loterre.fr/TSO/en/;Loterre, BARTOC, FAIRsharing;Thesaurus;SKOS;PDF, CSV, RDF/XML, JSON-LD;All;CC BY 4.0;v1.3;2023-07-05
Chemistry vocabulary;Chemistry voc;"This bilingual vocabulary (English-French), developed at Inist-CNRS, contains more than 9500 chemical concepts classified into 24 semantic groups and a thematic grouping: ""Asymmetric organocatalysis"" (2682 concepts, 1355 definitions). It is aligned with the terms of the ChEBI (Chemical Entities of Biological Interest), RXNO (name reaction ontology), MOP (molecular process ontology), REX (Physico-chemical process), FIX (Physico-chemical methods and properties) ontologies, and the terms of MeSH thesaurus and the IUPAC Gold Book.";http://data.loterre.fr/ark:/67375/37T;Loterre, FAIRsharing;Glossary;SKOS;RDF/XML, PDF, CSV;All;CC BY 4.0;v1.1;2023-06-30
Climate change (Thesaurus);Climate change;"This thesaurus is dedicated to the field of ""Climate Change"", one of the six Societal Challenges defined in the Contract of Objectives and Performance 2019-2023 signed by the CNRS with the French Government. It was developed on the basis of terminological extractions from a corpus of scientific articles written in French and English, and by mining of IPCC reports. It therefore considers climate change from two complementary perspectives: scientific research dedicated to climate knowledge and the societal or political aspects of climate change. It is mapped to the Environment and sustainable development published on TerMef, to the GEMET and EnvThes thesauri and to Wikipedia.";http://data.loterre.fr/ark:/67375/CHC;Loterre, FAIRsharing;Thesaurus;SKOS;RDF/XML, CSV, PDF, JSON-LD;Atmosphere-Geosphere-Marine;CC BY 4.0;v1.2;2023-06-30
Parameter Usage Vocabulary ontology;PUV;A simple ontology which implements the Parameter Usage Vocabulary semantic model, as described at https://github.com/nvs-vocabs/P01;https://w3id.org/env/puv;LOV;Ontology;OWL;OWL;All;CC0 1.0;Not specified;2023-07-05
Ontology of Integrated Carbon Observation System (ICOS);cpmeta;OWL vocabulary describing metadata of two environmental research infrastructures: ICOS and SITES;http://meta.icos-cp.eu/ontologies/cpmeta/;LOV;Ontology;OWL;OWL;Atmosphere;CC0 1.0;v1;2023-07-07
SAREF extension for water;SAREF4WATR;SAREF4WATR includes a classification of the different water properties based on the classification proposed by the World Health Organization;https://saref.etsi.org/saref4watr/v1.1.1/;LOV;Ontology;OWL;JSON-LD, Notation3, N-Triples, RDF/XML, Turtle;Biosphere-Geosphere-Marine;BSD-3-Clause;v1.1.1;2023-07-05
SAREF extension for environment;SAREF4ENVI;SAREF4ENVI has two main aims: on the one hand, to be the basis for enabling the use of SAREF in the environment domain and, on the other hand, to exemplify how to enable interoperability between environmental devices in cooperation.;https://saref.etsi.org/saref4envi/v1.1.2/;LOV, AgroPortal;Ontology;OWL;JSON-LD, Notation3, N-Triples, RDF/XML, Turtle;All;BSD-3-Clause;v1.1.2;2023-07-07
Ispra Ontology;Not specified;Not specified;http://dati.isprambiente.it/ontology/core/;LOV, BARTOC;Ontology;OWL;OWL;All;CC BY 4.0;v0.1.0;2023-07-03
MarineTLO;Not specified;MarineTLO is a top-level ontology for the marine domain (also applicable to the terrestrial domain);https://www.ics.forth.gr/isl/MarineTLO/;LOV, BARTOC;Ontology;OWL;OWL;Biosphere-Marine;Not specified;v5;2023-07-04
GeoNames Ontology;GeoNames;The Geonames ontologies provides elements of description for geographical features, in particular those defined in the geonames.org data base;https://www.geonames.org/ontology/documentation.html;LOV, BARTOC;Ontology;OWL;OWL;Geosphere;CC BY 4.0;v3.3;2023-07-03
GeoSpecies Ontology;GEOSPECIES;The GeoSpecies Ontology is used to describe geographical distribution of living species.;https://bioportal.bioontology.org/ontologies/GEOSPECIES/?p=summary;LOV, BioPortal, BARTOC;Ontology;OWL;RDF/XML, CSV, OWL;Biosphere-Geosphere;Not specified;02/10/12;2023-07-06
Ecological Roles and the Carbon Cycle;ecology;A description of ecological roles that phytoplankton can play in the ocean ecosystem.;http://mmisw.org/ont/nasa_pace/ecology;Marine Metadata Interoperability Ontology Registry and Repository (MMI ORR);Ontology;OWL;OWL, RDF/XML, Turtle, N-Triples, N-Quads, JSON-LD, TriG, RDF/JSON;Biosphere;Not specified;Not specified;2023-07-05
OOI EPE Data Product Vocabulary;data_products;A vocabulary describing the array of data products generated in the Ocean Observatories Initiative;http://mmisw.org/ont/ooi_epe/data_products;Marine Metadata Interoperability Ontology Registry and Repository (MMI ORR);Ontology;OWL;OWL, RDF/XML, JSON-LD, Notation3, N-Triples, N-Quads, TriG, RDF/JSON, Turtle;Marine;Not specified;Not specified;2023-07-05
OOI EPE Instrument Vocabulary;instruments;A vocabulary describing the array of instruments used in the Ocean Observatories Initiative;http://mmisw.org/ont/ooi_epe/instruments;Marine Metadata Interoperability Ontology Registry and Repository (MMI ORR);Ontology;OWL;OWL, RDF/XML, JSON-LD, Notation3, N-Triples, N-Quads, TriG, RDF/JSON, Turtle;Marine;Not specified;Not specified;2023-07-05
IOOS Core Variable Vocabulary;Not specified;Not specified;http://mmisw.org/ont/ioos/core_variable;Marine Metadata Interoperability Ontology Registry and Repository (MMI ORR);Ontology;OWL;RDF/XML, Turtle, Notation3, N-Triples, N-Quads, JSON-LD, TriG, RDF/JSON;Biosphere-Marine;Not specified;v20230412T185726;2023-07-03
Environmental Interactions;Not specified;Terms describing the environments in which plankton can be found, as well as interactions with other organisms.;http://mmisw.org/ont/nasa_pace/environmental_interactions;Marine Metadata Interoperability Ontology Registry and Repository (MMI ORR);Ontology;OWL;OWL, RDF/XML, Turtle, N-Triples, N-Quads, JSON-LD, TriG, RDF/JSON;Biosphere;Not specified;Not specified;2023-07-03
A metadata convention for animal acoustic telemetry data;animal_acoustic_telemetry;The purpose of the metadata convention for animal acoustic telemetry data document is to describe the conventions for the attribute fields necessary to describe tag and receiver and detections.;http://mmisw.org/ont/ioos/animal_acoustic_telemetry;Marine Metadata Interoperability Ontology Registry and Repository (MMI ORR);Ontology;OWL;OWL;Biosphere;Not specified;v.1.2;2023-06-28
A metadata convention for processed acoustic data from active acoustic systems;active_acoustic_metadata;The purpose of this document is to describe a metadata convention that details the attribute fields necessary to describe processed water column acoustic volume backscatter data (Sv (dB re 1 m2) , Simmonds and Maclennan (2005)) obtained from active acoustic systems. Processed Sv data are generated by applying procedures to the instrument acquired acoustic data that address data quality and calibration and, in many cases, resampled to a lesser resolution than the acquired data. Unless stated otherwise in the metadata, appropriate calibration offsets and time varied gain (TVG) corrections will have been applied. Metadata attribute fields are provided that will allow description of processing procedures specific to the data set. Adhering to this metadata convention will facilitate discovery and exchange of processed acoustic data while ensuring its archivability and longevity.;http://mmisw.org/ont/ioos/active_acoustic_metadata;Marine Metadata Interoperability Ontology Registry and Repository (MMI ORR);Ontology;OWL;OWL;Biosphere;Not specified;v.1.0;2023-06-28
IOOS Parameter Vocabulary v2.0;parameter;This is a vocabulary of the parameters used in IOOS. It has been developed, in coordination with SECOORA, the COARDS Climate-Forecast Standard Names, and input from the 11 Regional Associations in IOOS and the NOAA IOOS Program Office.;http://mmisw.org/ont/ioos/parameter;Marine Metadata Interoperability Ontology Registry and Repository (MMI ORR);Ontology;OWL;OWL, RDF/XML, Turtle, Notation3, N-Triples, N-Quads, JSON-LD, TriG, RDF/JSON;Biosphere-Marine;Not specified;v2;2023-07-03
SeaVoX Platform Categories;L06;2-level grouping term hierarchy used for vehicles, structures or organisms capable of bearing instruments or tools for the collection of physical, chemical, geological or biological samples or data.;http://vocab.nerc.ac.uk/collection/L06/current/;NERC;Thesaurus;SKOS;RDF/XML, Turtle, JSON-LD;All;CC BY 4.0;v17;2023-07-05
Sampling net gear deployment vocabulary;B07;A catalogue of deployment methods of sampling net gears for the collection of mainly plankton, micronekton, and neuston organisms based on Wiebe P.H. et al. (2014);http://vocab.nerc.ac.uk/collection/B07/current/;NERC;Glossary;SKOS;RDF/XML, Turtle, JSON-LD;Biosphere-Marine;CC BY 4.0;v1;2023-07-05
